SYMBOL,INTERVAL NO. 1,INTERVAL NO. 2,INTERVAL NO. 3,INTERVAL NO. 4,INTERVAL NO. 5,INTERVAL NO. 6,INTERVAL NO. 7,INTERVAL NO. 8,INTERVAL NO. 9,INTERVAL NO. 10,MAX FREQ.
ESCORTS,"(792.0, 814.6, 186)","(814.6, 837.2, 453)","(837.2, 859.8, 558)","(859.8, 882.4, 292)","(882.4, 905.0, 519)","(905.0, 927.6, 169)","(927.6, 950.2, 337)","(950.2, 972.8, 658)","(972.8, 995.4, 523)","(995.4, 1018.0, 58)","(950.2, 972.8, 58)"
ESL,"(1.0, 1.3, 0)","(1.3, 1.6, 56)","(1.6, 1.9, 387)","(1.9, 2.2, 328)","(2.2, 2.5, 969)","(2.5, 2.8, 644)","(2.8, 3.1, 820)","(3.1, 3.4, 154)","(3.4, 3.7, 75)","(3.7, 4.0, 0)","(2.2, 2.5, 0)"
ESSARSHPNG,"(18.0, 18.9, 6)","(18.9, 19.8, 34)","(19.8, 20.7, 83)","(20.7, 21.6, 85)","(21.6, 22.5, 139)","(22.5, 23.4, 678)","(23.4, 24.3, 638)","(24.3, 25.2, 153)","(25.2, 26.1, 88)","(26.1, 27.0, 1)","(22.5, 23.4, 1)"
ESSDEE,"(40.0, 42.7, 36)","(42.7, 45.4, 155)","(45.4, 48.1, 156)","(48.1, 50.8, 271)","(50.8, 53.5, 279)","(53.5, 56.2, 308)","(56.2, 58.9, 110)","(58.9, 61.6, 150)","(61.6, 64.3, 72)","(64.3, 67.0, 17)","(53.5, 56.2, 17)"
ESSELPACK,"(236.0, 240.8, 224)","(240.8, 245.6, 185)","(245.6, 250.4, 293)","(250.4, 255.2, 766)","(255.2, 260.0, 719)","(260.0, 264.8, 550)","(264.8, 269.6, 444)","(269.6, 274.4, 112)","(274.4, 279.2, 13)","(279.2, 284.0, 0)","(250.4, 255.2, 0)"
ESTER,"(57.0, 59.1, 148)","(59.1, 61.2, 242)","(61.2, 63.3, 152)","(63.3, 65.4, 217)","(65.4, 67.5, 546)","(67.5, 69.6, 315)","(69.6, 71.7, 263)","(71.7, 73.8, 760)","(73.8, 75.9, 345)","(75.9, 78.0, 171)","(71.7, 73.8, 171)"
EUROCERA,"(3.0, 3.5, 0)","(3.5, 4.0, 19)","(4.0, 4.5, 177)","(4.5, 5.0, 138)","(5.0, 5.5, 442)","(5.5, 6.0, 469)","(6.0, 6.5, 150)","(6.5, 7.0, 96)","(7.0, 7.5, 89)","(7.5, 8.0, 0)","(5.5, 6.0, 0)"
EUROMULTI,"(2.0, 2.1, 5)","(2.1, 2.2, 2)","(2.2, 2.3, 4)","(2.3, 2.4, 5)","(2.4, 2.5, 5)","(2.5, 2.6, 11)","(2.6, 2.7, 9)","(2.7, 2.8, 1)","(2.8, 2.9, 0)","(2.9, 3.0, 0)","(2.5, 2.6, 0)"
EUROTEXIND,"(30.0, 30.9, 1)","(30.9, 31.8, 10)","(31.8, 32.7, 47)","(32.7, 33.6, 54)","(33.6, 34.5, 93)","(34.5, 35.4, 96)","(35.4, 36.3, 58)","(36.3, 37.2, 62)","(37.2, 38.1, 13)","(38.1, 39.0, 1)","(34.5, 35.4, 1)"
EVEREADY,"(268.0, 283.0, 277)","(283.0, 298.0, 81)","(298.0, 313.0, 478)","(313.0, 328.0, 286)","(328.0, 343.0, 73)","(343.0, 358.0, 23)","(358.0, 373.0, 555)","(373.0, 388.0, 1367)","(388.0, 403.0, 448)","(403.0, 418.0, 83)","(373.0, 388.0, 83)"
EVERESTIND,"(461.0, 470.4, 157)","(470.4, 479.8, 375)","(479.8, 489.2, 722)","(489.2, 498.6, 1020)","(498.6, 508.0, 813)","(508.0, 517.4, 173)","(517.4, 526.8, 29)","(526.8, 536.2, 120)","(536.2, 545.6, 84)","(545.6, 555.0, 78)","(489.2, 498.6, 78)"
EXCEL,"(15.0, 16.5, 101)","(16.5, 18.0, 231)","(18.0, 19.5, 298)","(19.5, 21.0, 486)","(21.0, 22.5, 290)","(22.5, 24.0, 72)","(24.0, 25.5, 88)","(25.5, 27.0, 227)","(27.0, 28.5, 263)","(28.5, 30.0, 139)","(19.5, 21.0, 139)"
EXCELCROP,"(2994.0, 3060.7, 161)","(3060.7, 3127.4, 152)","(3127.4, 3194.1, 213)","(3194.1, 3260.8, 257)","(3260.8, 3327.5, 599)","(3327.5, 3394.2, 672)","(3394.2, 3460.9, 163)","(3460.9, 3527.6, 201)","(3527.6, 3594.3, 314)","(3594.3, 3661.0, 63)","(3327.5, 3394.2, 63)"
EXCELINDUS,"(842.0, 904.2, 1194)","(904.2, 966.4, 287)","(966.4, 1028.6, 147)","(1028.6, 1090.8, 148)","(1090.8, 1153.0, 337)","(1153.0, 1215.2, 122)","(1215.2, 1277.4, 281)","(1277.4, 1339.6, 246)","(1339.6, 1401.8, 461)","(1401.8, 1464.0, 318)","(842.0, 904.2, 318)"
EXIDEIND,"(202.0, 208.9, 323)","(208.9, 215.8, 635)","(215.8, 222.7, 503)","(222.7, 229.6, 118)","(229.6, 236.5, 262)","(236.5, 243.4, 701)","(243.4, 250.3, 765)","(250.3, 257.2, 63)","(257.2, 264.1, 294)","(264.1, 271.0, 87)","(243.4, 250.3, 87)"
FACT,"(45.0, 47.0, 166)","(47.0, 49.0, 253)","(49.0, 51.0, 281)","(51.0, 53.0, 627)","(53.0, 55.0, 737)","(55.0, 57.0, 763)","(57.0, 59.0, 277)","(59.0, 61.0, 79)","(61.0, 63.0, 152)","(63.0, 65.0, 77)","(55.0, 57.0, 77)"
FAIRCHEM,"(370.0, 382.6, 274)","(382.6, 395.2, 407)","(395.2, 407.8, 298)","(407.8, 420.4, 277)","(420.4, 433.0, 165)","(433.0, 445.6, 111)","(445.6, 458.2, 179)","(458.2, 470.8, 130)","(470.8, 483.4, 96)","(483.4, 496.0, 93)","(382.6, 395.2, 93)"
FCL,"(56.0, 59.5, 480)","(59.5, 63.0, 446)","(63.0, 66.5, 480)","(66.5, 70.0, 284)","(70.0, 73.5, 76)","(73.5, 77.0, 203)","(77.0, 80.5, 680)","(80.5, 84.0, 975)","(84.0, 87.5, 87)","(87.5, 91.0, 2)","(80.5, 84.0, 2)"
FCONSUMER,"(50.0, 51.3, 80)","(51.3, 52.6, 59)","(52.6, 53.9, 193)","(53.9, 55.2, 508)","(55.2, 56.5, 388)","(56.5, 57.8, 647)","(57.8, 59.1, 608)","(59.1, 60.4, 1080)","(60.4, 61.7, 181)","(61.7, 63.0, 8)","(59.1, 60.4, 8)"
FCSSOFT,"(0.0, 0.1, 0)","(0.1, 0.2, 0)","(0.2, 0.3, 110)","(0.3, 0.4, 1217)","(0.4, 0.5, 923)","(0.5, 0.6, 328)","(0.6, 0.7, 0)","(0.7, 0.8, 0)","(0.8, 0.9, 0)","(0.9, 1.0, 0)","(0.3, 0.4, 0)"
FDC,"(234.0, 242.6, 217)","(242.6, 251.2, 571)","(251.2, 259.8, 1342)","(259.8, 268.4, 523)","(268.4, 277.0, 74)","(277.0, 285.6, 487)","(285.6, 294.2, 307)","(294.2, 302.8, 20)","(302.8, 311.4, 60)","(311.4, 320.0, 14)","(251.2, 259.8, 14)"
FEDDERELEC,"(61.0, 62.5, 160)","(62.5, 64.0, 229)","(64.0, 65.5, 107)","(65.5, 67.0, 249)","(67.0, 68.5, 422)","(68.5, 70.0, 967)","(70.0, 71.5, 717)","(71.5, 73.0, 73)","(73.0, 74.5, 216)","(74.5, 76.0, 57)","(68.5, 70.0, 57)"
FEDERALBNK,"(88.0, 89.7, 87)","(89.7, 91.4, 737)","(91.4, 93.1, 505)","(93.1, 94.8, 588)","(94.8, 96.5, 188)","(96.5, 98.2, 588)","(98.2, 99.9, 704)","(99.9, 101.6, 185)","(101.6, 103.3, 114)","(103.3, 105.0, 60)","(89.7, 91.4, 60)"
FEL,"(34.0, 34.9, 58)","(34.9, 35.8, 23)","(35.8, 36.7, 621)","(36.7, 37.6, 431)","(37.6, 38.5, 900)","(38.5, 39.4, 950)","(39.4, 40.3, 356)","(40.3, 41.2, 210)","(41.2, 42.1, 167)","(42.1, 43.0, 18)","(38.5, 39.4, 18)"
FELDVR,"(33.0, 34.0, 18)","(34.0, 35.0, 52)","(35.0, 36.0, 283)","(36.0, 37.0, 262)","(37.0, 38.0, 488)","(38.0, 39.0, 480)","(39.0, 40.0, 285)","(40.0, 41.0, 142)","(41.0, 42.0, 24)","(42.0, 43.0, 2)","(37.0, 38.0, 2)"
FIEMIND,"(813.0, 827.1, 80)","(827.1, 841.2, 611)","(841.2, 855.3, 186)","(855.3, 869.4, 77)","(869.4, 883.5, 218)","(883.5, 897.6, 313)","(897.6, 911.7, 141)","(911.7, 925.8, 207)","(925.8, 939.9, 655)","(939.9, 954.0, 233)","(925.8, 939.9, 233)"
FILATEX,"(151.0, 158.7, 190)","(158.7, 166.4, 428)","(166.4, 174.1, 864)","(174.1, 181.8, 561)","(181.8, 189.5, 276)","(189.5, 197.2, 170)","(197.2, 204.9, 72)","(204.9, 212.6, 333)","(212.6, 220.3, 351)","(220.3, 228.0, 99)","(166.4, 174.1, 99)"
FINCABLES,"(618.0, 630.0, 92)","(630.0, 642.0, 120)","(642.0, 654.0, 153)","(654.0, 666.0, 222)","(666.0, 678.0, 122)","(678.0, 690.0, 735)","(690.0, 702.0, 1345)","(702.0, 714.0, 740)","(714.0, 726.0, 116)","(726.0, 738.0, 3)","(690.0, 702.0, 3)"
FINPIPE,"(629.0, 634.0, 70)","(634.0, 639.0, 99)","(639.0, 644.0, 94)","(644.0, 649.0, 115)","(649.0, 654.0, 504)","(654.0, 659.0, 1095)","(659.0, 664.0, 921)","(664.0, 669.0, 215)","(669.0, 674.0, 189)","(674.0, 679.0, 47)","(654.0, 659.0, 47)"
FIRSTWIN,"(1.0, 1.2, 0)","(1.2, 1.4, 0)","(1.4, 1.6, 10)","(1.6, 1.8, 37)","(1.8, 2.0, 16)","(2.0, 2.2, 4)","(2.2, 2.4, 4)","(2.4, 2.6, 0)","(2.6, 2.8, 0)","(2.8, 3.0, 0)","(1.6, 1.8, 0)"
FLEXITUFF,"(51.0, 53.3, 75)","(53.3, 55.6, 251)","(55.6, 57.9, 148)","(57.9, 60.2, 329)","(60.2, 62.5, 318)","(62.5, 64.8, 280)","(64.8, 67.1, 333)","(67.1, 69.4, 94)","(69.4, 71.7, 81)","(71.7, 74.0, 4)","(64.8, 67.1, 4)"
FLFL,"(380.0, 390.2, 329)","(390.2, 400.4, 344)","(400.4, 410.6, 447)","(410.6, 420.8, 510)","(420.8, 431.0, 521)","(431.0, 441.2, 454)","(441.2, 451.4, 420)","(451.4, 461.6, 434)","(461.6, 471.8, 79)","(471.8, 482.0, 74)","(420.8, 431.0, 74)"
FMGOETZE,"(410.0, 419.4, 89)","(419.4, 428.8, 115)","(428.8, 438.2, 117)","(438.2, 447.6, 281)","(447.6, 457.0, 438)","(457.0, 466.4, 668)","(466.4, 475.8, 440)","(475.8, 485.2, 183)","(485.2, 494.6, 68)","(494.6, 504.0, 76)","(457.0, 466.4, 76)"
