SYMBOL,INTERVAL NO. 1,INTERVAL NO. 2,INTERVAL NO. 3,INTERVAL NO. 4,INTERVAL NO. 5,INTERVAL NO. 6,INTERVAL NO. 7,INTERVAL NO. 8,INTERVAL NO. 9,INTERVAL NO. 10,MAX FREQ.
NESCO,"(530.0, 537.6, 38)","(537.6, 545.2, 81)","(545.2, 552.8, 215)","(552.8, 560.4, 838)","(560.4, 568.0, 1220)","(568.0, 575.6, 532)","(575.6, 583.2, 161)","(583.2, 590.8, 98)","(590.8, 598.4, 97)","(598.4, 606.0, 55)","(560.4, 568.0, 1220)"
NHPC,"(25.0, 25.5, 0)","(25.5, 26.0, 16)","(26.0, 26.5, 274)","(26.5, 27.0, 746)","(27.0, 27.5, 665)","(27.5, 28.0, 722)","(28.0, 28.5, 800)","(28.5, 29.0, 433)","(29.0, 29.5, 51)","(29.5, 30.0, 0)","(28.0, 28.5, 800)"
NIITTECH,"(858.0, 891.3, 902)","(891.3, 924.6, 915)","(924.6, 957.9, 495)","(957.9, 991.2, 67)","(991.2, 1024.5, 173)","(1024.5, 1057.8, 363)","(1057.8, 1091.1, 465)","(1091.1, 1124.4, 146)","(1124.4, 1157.7, 106)","(1157.7, 1191.0, 79)","(891.3, 924.6, 915)"
NLCINDIA,"(79.0, 81.3, 94)","(81.3, 83.6, 142)","(83.6, 85.9, 513)","(85.9, 88.2, 1312)","(88.2, 90.5, 521)","(90.5, 92.8, 146)","(92.8, 95.1, 253)","(95.1, 97.4, 490)","(97.4, 99.7, 179)","(99.7, 102.0, 32)","(85.9, 88.2, 1312)"
NMDC,"(114.0, 115.4, 108)","(115.4, 116.8, 199)","(116.8, 118.2, 326)","(118.2, 119.6, 477)","(119.6, 121.0, 354)","(121.0, 122.4, 497)","(122.4, 123.8, 710)","(123.8, 125.2, 933)","(125.2, 126.6, 97)","(126.6, 128.0, 4)","(123.8, 125.2, 933)"
NTPC,"(162.0, 163.8, 102)","(163.8, 165.6, 318)","(165.6, 167.4, 139)","(167.4, 169.2, 736)","(169.2, 171.0, 1248)","(171.0, 172.8, 648)","(172.8, 174.6, 206)","(174.6, 176.4, 80)","(176.4, 178.2, 209)","(178.2, 180.0, 22)","(169.2, 171.0, 1248)"
NH,"(252.0, 256.8, 13)","(256.8, 261.6, 180)","(261.6, 266.4, 113)","(266.4, 271.2, 375)","(271.2, 276.0, 903)","(276.0, 280.8, 182)","(280.8, 285.6, 369)","(285.6, 290.4, 269)","(290.4, 295.2, 477)","(295.2, 300.0, 448)","(271.2, 276.0, 903)"
NATIONALUM,"(61.0, 63.9, 354)","(63.9, 66.8, 748)","(66.8, 69.7, 322)","(69.7, 72.6, 356)","(72.6, 75.5, 209)","(75.5, 78.4, 691)","(78.4, 81.3, 708)","(81.3, 84.2, 130)","(84.2, 87.1, 144)","(87.1, 90.0, 45)","(63.9, 66.8, 748)"
NFL,"(48.0, 49.3, 57)","(49.3, 50.6, 59)","(50.6, 51.9, 176)","(51.9, 53.2, 188)","(53.2, 54.5, 383)","(54.5, 55.8, 423)","(55.8, 57.1, 762)","(57.1, 58.4, 469)","(58.4, 59.7, 1029)","(59.7, 61.0, 141)","(58.4, 59.7, 1029)"
NBVENTURES,"(127.0, 129.8, 95)","(129.8, 132.6, 72)","(132.6, 135.4, 320)","(135.4, 138.2, 352)","(138.2, 141.0, 982)","(141.0, 143.8, 547)","(143.8, 146.6, 386)","(146.6, 149.4, 373)","(149.4, 152.2, 348)","(152.2, 155.0, 50)","(138.2, 141.0, 982)"
NAVINFLUOR,"(726.0, 737.2, 82)","(737.2, 748.4, 226)","(748.4, 759.6, 388)","(759.6, 770.8, 943)","(770.8, 782.0, 743)","(782.0, 793.2, 478)","(793.2, 804.4, 270)","(804.4, 815.6, 311)","(815.6, 826.8, 150)","(826.8, 838.0, 4)","(759.6, 770.8, 943)"
NAVKARCORP,"(147.0, 150.9, 131)","(150.9, 154.8, 231)","(154.8, 158.7, 593)","(158.7, 162.6, 379)","(162.6, 166.5, 264)","(166.5, 170.4, 296)","(170.4, 174.3, 549)","(174.3, 178.2, 848)","(178.2, 182.1, 306)","(182.1, 186.0, 19)","(174.3, 178.2, 848)"
NETWORK18,"(48.0, 49.5, 133)","(49.5, 51.0, 584)","(51.0, 52.5, 273)","(52.5, 54.0, 342)","(54.0, 55.5, 375)","(55.5, 57.0, 446)","(57.0, 58.5, 488)","(58.5, 60.0, 512)","(60.0, 61.5, 348)","(61.5, 63.0, 174)","(49.5, 51.0, 584)"
NILKAMAL,"(1519.0, 1546.5, 242)","(1546.5, 1574.0, 77)","(1574.0, 1601.5, 211)","(1601.5, 1629.0, 417)","(1629.0, 1656.5, 367)","(1656.5, 1684.0, 700)","(1684.0, 1711.5, 809)","(1711.5, 1739.0, 340)","(1739.0, 1766.5, 352)","(1766.5, 1794.0, 59)","(1684.0, 1711.5, 809)"
OBEROIRLTY,"(468.0, 482.2, 231)","(482.2, 496.4, 264)","(496.4, 510.6, 838)","(510.6, 524.8, 884)","(524.8, 539.0, 591)","(539.0, 553.2, 430)","(553.2, 567.4, 310)","(567.4, 581.6, 99)","(581.6, 595.8, 45)","(595.8, 610.0, 13)","(510.6, 524.8, 884)"
ONGC,"(174.0, 175.8, 74)","(175.8, 177.6, 491)","(177.6, 179.4, 559)","(179.4, 181.2, 890)","(181.2, 183.0, 809)","(183.0, 184.8, 354)","(184.8, 186.6, 210)","(186.6, 188.4, 214)","(188.4, 190.2, 65)","(190.2, 192.0, 42)","(179.4, 181.2, 890)"
OIL,"(141.0, 151.1, 797)","(151.1, 161.2, 254)","(161.2, 171.3, 0)","(171.3, 181.4, 0)","(181.4, 191.5, 0)","(191.5, 201.6, 0)","(201.6, 211.7, 0)","(211.7, 221.8, 979)","(221.8, 231.9, 947)","(231.9, 242.0, 731)","(211.7, 221.8, 979)"
OMAXE,"(217.0, 218.3, 10)","(218.3, 219.6, 70)","(219.6, 220.9, 515)","(220.9, 222.2, 650)","(222.2, 223.5, 919)","(223.5, 224.8, 356)","(224.8, 226.1, 294)","(226.1, 227.4, 480)","(227.4, 228.7, 217)","(228.7, 230.0, 9)","(222.2, 223.5, 919)"
OFSS,"(3725.0, 3790.0, 382)","(3790.0, 3855.0, 382)","(3855.0, 3920.0, 432)","(3920.0, 3985.0, 611)","(3985.0, 4050.0, 324)","(4050.0, 4115.0, 150)","(4115.0, 4180.0, 294)","(4180.0, 4245.0, 356)","(4245.0, 4310.0, 559)","(4310.0, 4375.0, 154)","(3920.0, 3985.0, 611)"
ORIENTCEM,"(120.0, 124.1, 132)","(124.1, 128.2, 264)","(128.2, 132.3, 105)","(132.3, 136.4, 71)","(136.4, 140.5, 463)","(140.5, 144.6, 1016)","(144.6, 148.7, 719)","(148.7, 152.8, 204)","(152.8, 156.9, 92)","(156.9, 161.0, 28)","(140.5, 144.6, 1016)"
ORIENTBANK,"(78.0, 80.8, 99)","(80.8, 83.6, 127)","(83.6, 86.4, 218)","(86.4, 89.2, 423)","(89.2, 92.0, 571)","(92.0, 94.8, 826)","(94.8, 97.6, 767)","(97.6, 100.4, 429)","(100.4, 103.2, 196)","(103.2, 106.0, 52)","(92.0, 94.8, 826)"
PCJEWELLER,"(99.0, 127.3, 133)","(127.3, 155.6, 96)","(155.6, 183.9, 300)","(183.9, 212.2, 218)","(212.2, 240.5, 298)","(240.5, 268.8, 79)","(268.8, 297.1, 266)","(297.1, 325.4, 1242)","(325.4, 353.7, 615)","(353.7, 382.0, 473)","(297.1, 325.4, 1242)"
PIIND,"(805.0, 816.5, 69)","(816.5, 828.0, 178)","(828.0, 839.5, 215)","(839.5, 851.0, 243)","(851.0, 862.5, 689)","(862.5, 874.0, 1088)","(874.0, 885.5, 801)","(885.5, 897.0, 230)","(897.0, 908.5, 69)","(908.5, 920.0, 15)","(862.5, 874.0, 1088)"
PNBHOUSING,"(1090.0, 1125.0, 484)","(1125.0, 1160.0, 483)","(1160.0, 1195.0, 94)","(1195.0, 1230.0, 71)","(1230.0, 1265.0, 114)","(1265.0, 1300.0, 632)","(1300.0, 1335.0, 688)","(1335.0, 1370.0, 700)","(1370.0, 1405.0, 301)","(1405.0, 1440.0, 122)","(1335.0, 1370.0, 700)"
PNCINFRA,"(151.0, 154.7, 47)","(154.7, 158.4, 527)","(158.4, 162.1, 516)","(162.1, 165.8, 388)","(165.8, 169.5, 247)","(169.5, 173.2, 509)","(173.2, 176.9, 684)","(176.9, 180.6, 439)","(180.6, 184.3, 195)","(184.3, 188.0, 95)","(173.2, 176.9, 684)"
PFS,"(18.0, 19.3, 17)","(19.3, 20.6, 50)","(20.6, 21.9, 133)","(21.9, 23.2, 53)","(23.2, 24.5, 193)","(24.5, 25.8, 1488)","(25.8, 27.1, 1227)","(27.1, 28.4, 341)","(28.4, 29.7, 131)","(29.7, 31.0, 66)","(24.5, 25.8, 1488)"
PTC,"(82.0, 83.9, 25)","(83.9, 85.8, 54)","(85.8, 87.7, 218)","(87.7, 89.6, 523)","(89.6, 91.5, 523)","(91.5, 93.4, 902)","(93.4, 95.3, 727)","(95.3, 97.2, 492)","(97.2, 99.1, 236)","(99.1, 101.0, 7)","(91.5, 93.4, 902)"
PVR,"(1195.0, 1224.7, 117)","(1224.7, 1254.4, 548)","(1254.4, 1284.1, 439)","(1284.1, 1313.8, 401)","(1313.8, 1343.5, 896)","(1343.5, 1373.2, 131)","(1373.2, 1402.9, 161)","(1402.9, 1432.6, 681)","(1432.6, 1462.3, 318)","(1462.3, 1492.0, 6)","(1313.8, 1343.5, 896)"
PAGEIND,"(20265.0, 20790.5, 489)","(20790.5, 21316.0, 323)","(21316.0, 21841.5, 348)","(21841.5, 22367.0, 183)","(22367.0, 22892.5, 118)","(22892.5, 23418.0, 187)","(23418.0, 23943.5, 489)","(23943.5, 24469.0, 834)","(24469.0, 24994.5, 412)","(24994.5, 25520.0, 318)","(23943.5, 24469.0, 834)"
PARAGMILK,"(244.0, 255.6, 1054)","(255.6, 267.2, 443)","(267.2, 278.8, 584)","(278.8, 290.4, 280)","(290.4, 302.0, 379)","(302.0, 313.6, 498)","(313.6, 325.2, 241)","(325.2, 336.8, 134)","(336.8, 348.4, 60)","(348.4, 360.0, 31)","(244.0, 255.6, 1054)"
PERSISTENT,"(660.0, 680.7, 596)","(680.7, 701.4, 467)","(701.4, 722.1, 122)","(722.1, 742.8, 64)","(742.8, 763.5, 151)","(763.5, 784.2, 761)","(784.2, 804.9, 518)","(804.9, 825.6, 368)","(825.6, 846.3, 527)","(846.3, 867.0, 128)","(763.5, 784.2, 761)"
PETRONET,"(202.0, 206.4, 65)","(206.4, 210.8, 60)","(210.8, 215.2, 171)","(215.2, 219.6, 324)","(219.6, 224.0, 181)","(224.0, 228.4, 361)","(228.4, 232.8, 730)","(232.8, 237.2, 830)","(237.2, 241.6, 920)","(241.6, 246.0, 66)","(237.2, 241.6, 920)"
PFIZER,"(2052.0, 2101.2, 366)","(2101.2, 2150.4, 569)","(2150.4, 2199.6, 1215)","(2199.6, 2248.8, 381)","(2248.8, 2298.0, 219)","(2298.0, 2347.2, 56)","(2347.2, 2396.4, 129)","(2396.4, 2445.6, 324)","(2445.6, 2494.8, 143)","(2494.8, 2544.0, 11)","(2150.4, 2199.6, 1215)"
PHOENIXLTD,"(570.0, 584.4, 425)","(584.4, 598.8, 456)","(598.8, 613.2, 1002)","(613.2, 627.6, 633)","(627.6, 642.0, 317)","(642.0, 656.4, 232)","(656.4, 670.8, 38)","(670.8, 685.2, 299)","(685.2, 699.6, 154)","(699.6, 714.0, 83)","(598.8, 613.2, 1002)"
PIDILITIND,"(860.0, 886.5, 260)","(886.5, 913.0, 755)","(913.0, 939.5, 281)","(939.5, 966.0, 161)","(966.0, 992.5, 292)","(992.5, 1019.0, 205)","(1019.0, 1045.5, 219)","(1045.5, 1072.0, 453)","(1072.0, 1098.5, 760)","(1098.5, 1125.0, 324)","(1072.0, 1098.5, 760)"
PEL,"(2284.0, 2323.6, 102)","(2323.6, 2363.2, 49)","(2363.2, 2402.8, 199)","(2402.8, 2442.4, 488)","(2442.4, 2482.0, 721)","(2482.0, 2521.6, 458)","(2521.6, 2561.2, 330)","(2561.2, 2600.8, 709)","(2600.8, 2640.4, 537)","(2640.4, 2680.0, 114)","(2442.4, 2482.0, 721)"
PFC,"(74.0, 76.8, 89)","(76.8, 79.6, 91)","(79.6, 82.4, 57)","(82.4, 85.2, 554)","(85.2, 88.0, 1729)","(88.0, 90.8, 854)","(90.8, 93.6, 144)","(93.6, 96.4, 77)","(96.4, 99.2, 41)","(99.2, 102.0, 72)","(85.2, 88.0, 1729)"
POWERGRID,"(191.0, 193.5, 210)","(193.5, 196.0, 989)","(196.0, 198.5, 811)","(198.5, 201.0, 90)","(201.0, 203.5, 1)","(203.5, 206.0, 322)","(206.0, 208.5, 740)","(208.5, 211.0, 255)","(211.0, 213.5, 116)","(213.5, 216.0, 171)","(193.5, 196.0, 989)"
PRAJIND,"(76.0, 78.9, 178)","(78.9, 81.8, 532)","(81.8, 84.7, 558)","(84.7, 87.6, 172)","(87.6, 90.5, 216)","(90.5, 93.4, 449)","(93.4, 96.3, 1267)","(96.3, 99.2, 294)","(99.2, 102.1, 11)","(102.1, 105.0, 29)","(93.4, 96.3, 1267)"
PRESTIGE,"(272.0, 277.8, 86)","(277.8, 283.6, 174)","(283.6, 289.4, 243)","(289.4, 295.2, 799)","(295.2, 301.0, 791)","(301.0, 306.8, 1067)","(306.8, 312.6, 288)","(312.6, 318.4, 116)","(318.4, 324.2, 57)","(324.2, 330.0, 12)","(301.0, 306.8, 1067)"
PRSMJOHNSN,"(105.0, 106.7, 12)","(106.7, 108.4, 71)","(108.4, 110.1, 118)","(110.1, 111.8, 70)","(111.8, 113.5, 13)","(113.5, 115.2, 46)","(115.2, 116.9, 23)","(116.9, 118.6, 132)","(118.6, 120.3, 171)","(120.3, 122.0, 14)","(118.6, 120.3, 171)"
PGHH,"(8820.0, 8924.1, 17)","(8924.1, 9028.2, 74)","(9028.2, 9132.3, 61)","(9132.3, 9236.4, 149)","(9236.4, 9340.5, 522)","(9340.5, 9444.6, 431)","(9444.6, 9548.7, 184)","(9548.7, 9652.8, 332)","(9652.8, 9756.9, 779)","(9756.9, 9861.0, 437)","(9652.8, 9756.9, 779)"
PNB,"(75.0, 78.2, 99)","(78.2, 81.4, 5)","(81.4, 84.6, 0)","(84.6, 87.8, 2)","(87.8, 91.0, 218)","(91.0, 94.2, 957)","(94.2, 97.4, 1253)","(97.4, 100.6, 675)","(100.6, 103.8, 388)","(103.8, 107.0, 119)","(94.2, 97.4, 1253)"
QUESS,"(942.0, 972.7, 152)","(972.7, 1003.4, 170)","(1003.4, 1034.1, 715)","(1034.1, 1064.8, 1233)","(1064.8, 1095.5, 291)","(1095.5, 1126.2, 51)","(1126.2, 1156.9, 201)","(1156.9, 1187.6, 447)","(1187.6, 1218.3, 238)","(1218.3, 1249.0, 197)","(1034.1, 1064.8, 1233)"
RBLBANK,"(446.0, 455.9, 89)","(455.9, 465.8, 516)","(465.8, 475.7, 435)","(475.7, 485.6, 353)","(485.6, 495.5, 90)","(495.5, 505.4, 562)","(505.4, 515.3, 647)","(515.3, 525.2, 826)","(525.2, 535.1, 102)","(535.1, 545.0, 86)","(515.3, 525.2, 826)"
RADICO,"(299.0, 314.3, 92)","(314.3, 329.6, 349)","(329.6, 344.9, 755)","(344.9, 360.2, 272)","(360.2, 375.5, 335)","(375.5, 390.8, 528)","(390.8, 406.1, 426)","(406.1, 421.4, 409)","(421.4, 436.7, 465)","(436.7, 452.0, 78)","(329.6, 344.9, 755)"
RAIN,"(232.0, 249.3, 164)","(249.3, 266.6, 84)","(266.6, 283.9, 15)","(283.9, 301.2, 3)","(301.2, 318.5, 326)","(318.5, 335.8, 535)","(335.8, 353.1, 479)","(353.1, 370.4, 307)","(370.4, 387.7, 1257)","(387.7, 405.0, 539)","(370.4, 387.7, 1257)"
RAJESHEXPO,"(621.0, 641.3, 201)","(641.3, 661.6, 342)","(661.6, 681.9, 190)","(681.9, 702.2, 1255)","(702.2, 722.5, 407)","(722.5, 742.8, 427)","(742.8, 763.1, 175)","(763.1, 783.4, 148)","(783.4, 803.7, 196)","(803.7, 824.0, 315)","(681.9, 702.2, 1255)"
RALLIS,"(212.0, 215.7, 290)","(215.7, 219.4, 401)","(219.4, 223.1, 523)","(223.1, 226.8, 418)","(226.8, 230.5, 836)","(230.5, 234.2, 683)","(234.2, 237.9, 320)","(237.9, 241.6, 91)","(241.6, 245.3, 123)","(245.3, 249.0, 11)","(226.8, 230.5, 836)"
RAMCOSYS,"(355.0, 371.0, 224)","(371.0, 387.0, 265)","(387.0, 403.0, 437)","(403.0, 419.0, 144)","(419.0, 435.0, 524)","(435.0, 451.0, 370)","(451.0, 467.0, 491)","(467.0, 483.0, 528)","(483.0, 499.0, 308)","(499.0, 515.0, 123)","(467.0, 483.0, 528)"
RKFORGE,"(665.0, 683.5, 30)","(683.5, 702.0, 54)","(702.0, 720.5, 140)","(720.5, 739.0, 341)","(739.0, 757.5, 596)","(757.5, 776.0, 80)","(776.0, 794.5, 394)","(794.5, 813.0, 263)","(813.0, 831.5, 590)","(831.5, 850.0, 730)","(831.5, 850.0, 730)"
RCF,"(70.0, 71.5, 41)","(71.5, 73.0, 136)","(73.0, 74.5, 465)","(74.5, 76.0, 761)","(76.0, 77.5, 497)","(77.5, 79.0, 567)","(79.0, 80.5, 344)","(80.5, 82.0, 649)","(82.0, 83.5, 237)","(83.5, 85.0, 12)","(74.5, 76.0, 761)"
RTNPOWER,"(4.0, 4.3, 0)","(4.3, 4.6, 5)","(4.6, 4.9, 288)","(4.9, 5.2, 576)","(5.2, 5.5, 1425)","(5.5, 5.8, 946)","(5.8, 6.1, 405)","(6.1, 6.4, 33)","(6.4, 6.7, 0)","(6.7, 7.0, 0)","(5.2, 5.5, 1425)"
RAYMOND,"(868.0, 896.5, 120)","(896.5, 925.0, 712)","(925.0, 953.5, 635)","(953.5, 982.0, 119)","(982.0, 1010.5, 69)","(1010.5, 1039.0, 156)","(1039.0, 1067.5, 689)","(1067.5, 1096.0, 416)","(1096.0, 1124.5, 565)","(1124.5, 1153.0, 231)","(896.5, 925.0, 712)"
REDINGTON,"(129.0, 132.0, 75)","(132.0, 135.0, 595)","(135.0, 138.0, 649)","(138.0, 141.0, 382)","(141.0, 144.0, 487)","(144.0, 147.0, 248)","(147.0, 150.0, 353)","(150.0, 153.0, 303)","(153.0, 156.0, 467)","(156.0, 159.0, 94)","(135.0, 138.0, 649)"
RELAXO,"(600.0, 615.2, 429)","(615.2, 630.4, 457)","(630.4, 645.6, 67)","(645.6, 660.8, 100)","(660.8, 676.0, 148)","(676.0, 691.2, 612)","(691.2, 706.4, 943)","(706.4, 721.6, 188)","(721.6, 736.8, 4)","(736.8, 752.0, 1)","(691.2, 706.4, 943)"
RELCAPITAL,"(365.0, 374.7, 68)","(374.7, 384.4, 63)","(384.4, 394.1, 99)","(394.1, 403.8, 115)","(403.8, 413.5, 331)","(413.5, 423.2, 664)","(423.2, 432.9, 710)","(432.9, 442.6, 809)","(442.6, 452.3, 615)","(452.3, 462.0, 241)","(432.9, 442.6, 809)"
RCOM,"(10.0, 11.9, 103)","(11.9, 13.8, 183)","(13.8, 15.7, 551)","(15.7, 17.6, 254)","(17.6, 19.5, 86)","(19.5, 21.4, 446)","(21.4, 23.3, 1056)","(23.3, 25.2, 800)","(25.2, 27.1, 162)","(27.1, 29.0, 72)","(21.4, 23.3, 1056)"
